"","Cancer Site","Year","Tumour Type","Age","Region","Gender","Deprivation","Ethnicity - White","Ethnicity - Asian excl Chinese","Ethnicity - Black","Ethnicity - Chinese","Ethnicity - Mixed","Ethnicity - Other","Ethnicity - Unknown","Death Certificate Only"
"346","Skin tumours","2013","Skin cancer","Age 40+","North West","Male","All","378","0","1","0","0","0","23",".b"
"347","Skin tumours","2013","Skin cancer","Age 40+","South East","Female","All","284","1","0","0","1","1","18",".b"
"348","Skin tumours","2013","Skin cancer","Age 40+","South East","Male","All","510","0","2","0","1","3","23",".b"
"349","Skin tumours","2013","Skin cancer","Age 40+","South West","Female","All","368","0","0","0","0","3","12",".b"
"350","Skin tumours","2013","Skin cancer","Age 40+","South West","Male","All","532","0","0","0","0","1","21",".b"
"351","Skin tumours","2013","Skin cancer","Age 40+","East of England","Female","All","209","0","0","1","0","1","15",".b"
"352","Skin tumours","2013","Skin cancer","Age 40+","East of England","Male","All","485","0","0","0","2","2","18",".b"
"353","Skin tumours","2013","Skin cancer","Age 40+","London","Female","All","94","0","0","0","0","2","1",".b"
"354","Skin tumours","2013","Skin cancer","Age 40+","London","Male","All","181","0","0","0","0","0","0",".b"
"355","Skin tumours","2013","Skin cancer","Age 40+","Midlands","Female","All","314","0","0","0","0","0","7",".b"
"356","Skin tumours","2013","Skin cancer","Age 40+","Midlands","Male","All","732","1","1","0","1","1","12",".b"
"357","Skin tumours","2013","Skin cancer","Age 40+","North East and Yorkshire","Female","All","218","0","0","1","0","0","12",".b"
"358","Skin tumours","2013","Skin cancer","Age 40+","North East and Yorkshire","Male","All","446","0","0","0","0","1","11",".b"
"359","Skin tumours","2013","Skin cancer","Age 40+","North West","Female","All","262","0","0","0","0","0","9",".b"
"360","Skin tumours","2013","Skin cancer","Age 40+","North West","Male","All","527","0","2","0","0","0","15",".b"
"361","Skin tumours","2013","Skin cancer","Age 40+","South East","Female","All","327","1","0","0","0","1","13",".b"
"362","Skin tumours","2013","Skin cancer","Age 40+","South East","Male","All","742","0","1","0","0","2","19",".b"
"363","Skin tumours","2013","Skin cancer","Age 40+","South West","Female","All","335","0","0","0","0","1","9",".b"
"364","Skin tumours","2013","Skin cancer","Age 40+","South West","Male","All","794","0","0","0","1","0","10",".b"
"365","Skin tumours","2013","Skin cancer","Age 40+","East of England","Female","All","261","0","0","0","0","0","16",".b"
"366","Skin tumours","2013","Skin cancer","Age 40+","East of England","Male","All","485","0","0","0","2","0","15",".b"
"367","Skin tumours","2013","Skin cancer","Age 40+","London","Female","All","125","0","1","0","0","0","0",".b"
"368","Skin tumours","2013","Skin cancer","Age 40+","London","Male","All","217","0","0","0","0","2","3",".b"
"369","Skin tumours","2013","Skin cancer","Age 40+","Midlands","Female","All","371","0","0","0","0","0","12",".b"
"370","Skin tumours","2013","Skin cancer","Age 40+","Midlands","Male","All","782","0","0","0","0","1","14",".b"
"371","Skin tumours","2013","Skin cancer","Age 40+","North East and Yorkshire","Female","All","265","0","0","0","0","0","14",".b"
"372","Skin tumours","2013","Skin cancer","Age 40+","North East and Yorkshire","Male","All","455","0","0","0","1","0","9",".b"
"373","Skin tumours","2013","Skin cancer","Age 40+","North West","Female","All","306","0","0","0","0","0","9",".b"
"374","Skin tumours","2013","Skin cancer","Age 40+","North West","Male","All","455","0","0","0","0","1","9",".b"
"375","Skin tumours","2013","Skin cancer","Age 40+","South East","Female","All","367","0","0","0","0","4","7",".b"
"376","Skin tumours","2013","Skin cancer","Age 40+","South East","Male","All","823","0","0","0","1","1","11",".b"
"377","Skin tumours","2013","Skin cancer","Age 40+","South West","Female","All","404","1","0","0","0","0","5",".b"
"378","Skin tumours","2013","Skin cancer","Age 40+","South West","Male","All","788","0","0","0","0","1","5",".b"
"379","Skin tumours","2013","Skin cancer","All","All England","Female","All","793","12","11","0","0","4","9","0"
"380","Skin tumours","2013","Skin cancer","All","All England","Female","All","399","9","5","0","0","0","3","0"
"381","Skin tumours","2013","Skin cancer","Age 00-69","All England","Female","All","208","7","4","0","0","0","1","0"
"382","Skin tumours","2013","Skin cancer","Age 70+","All England","Female","All","191","2","1","0","0","0","2","0"
"383","Skin tumours","2013","Skin cancer","All","All England","Female","All","143","2","2","0","0","3","1","0"
"384","Skin tumours","2013","Skin cancer","All","All England","Female","All","251","1","4","0","0","1","5","0"
"385","Skin tumours","2013","Skin cancer","All","All England","Male","All","447","18","6","0","1","5","8","0"
"386","Skin tumours","2013","Skin cancer","All","All England","Male","All","175","5","1","0","1","1","6","0"
"387","Skin tumours","2013","Skin cancer","Age 00-69","All England","Male","All","98","2","0","0","0","1","5","0"
